123 112 y exposure 0.000111789 thresh 1.45 :  fit -0.0445616 1.20498 8.61084e-05 -4.29484e-07 7.73241e-10 2.25 Band 0.25 0.003 chi2 0.0330434
123 113 y exposure 9.26056e-05 thresh 1.65 :  fit -0.225765 1.11761 0.00015932 -1.1094e-06 2.42341e-09 1.96 Band 0.25 0.003 chi2 0.02989
123 114 y exposure 0.000110533 thresh 0.95 :  fit -0.133386 1.12268 1.42078e-05 -1.73475e-07 4.06149e-10 2.56 Band 0.25 0.003 chi2 0.0385302
123 121 n exposure 6.39447e-05 thresh 2.45 :  fit 0.5 1.13486 0.000264595 -1.09216e-06 1.5308e-09 4.41 Band 0.25 0.003 chi2 0.244101
123 122 y exposure 8.25572e-05 thresh 1.15 :  fit -0.232859 1.14637 9.70857e-05 -3.87413e-07 4.32558e-10 2.56 Band 0.25 0.003 chi2 0.0264513
123 123 y exposure 7.52492e-05 thresh 1.25 :  fit -0.237972 1.15138 9.51341e-05 -4.04348e-07 5.62558e-10 2.89 Band 0.25 0.003 chi2 0.0291344
123 132 y exposure 0.00010117 thresh 0.85 :  fit -0.0622822 1.12462 4.11691e-05 -1.6417e-07 2.92046e-10 2.25 Band 0.25 0.003 chi2 0.0220298
123 133 n exposure 0.000108363 thresh 1.25 :  fit -0.255756 1.16841 -0.000310286 2.17063e-06 -4.67662e-09 2.56 Band 0.25 0.003 chi2 0.542652
123 134 n exposure 0.000116927 thresh 1.15 :  fit -0.301074 1.15297 -0.000305404 2.08144e-06 -4.38516e-09 2.56 Band 0.25 0.003 chi2 0.697726
123 141 n exposure 6.37163e-05 thresh 1.35 :  fit 0.0275287 1.20347 -0.000113815 8.81705e-07 -1.89834e-09 3.24 Band 0.25 0.003 chi2 0.669713
123 144 n exposure 6.22319e-05 thresh 1.05 :  fit -0.0148188 1.22992 -9.93548e-05 8.2211e-07 -1.75173e-09 2.56 Band 0.25 0.003 chi2 0.555052
123 152 n exposure 8.33565e-05 thresh 1.05 :  fit -0.0945084 1.17231 -0.000126412 8.5586e-07 -1.76997e-09 2.25 Band 0.25 0.003 chi2 0.525812
123 153 n exposure 7.21662e-05 thresh 1.05 :  fit -0.0491989 1.12714 -8.34039e-05 9.31194e-07 -2.48064e-09 1.96 Band 0.25 0.003 chi2 0.653421
123 161 n exposure 8.35849e-05 thresh 1.45 :  fit 0.0940457 1.12091 5.7978e-06 1.01313e-07 -4.30966e-10 3.24 Band 0.25 0.003 chi2 0.506877
123 163 n exposure 8.00451e-05 thresh 1.05 :  fit 0.01456 1.13945 -6.94342e-05 4.20728e-07 -8.51873e-10 2.89 Band 0.25 0.003 chi2 0.513137
123 164 n exposure 6.53378e-05 thresh 1.35 :  fit 0.00311135 1.14922 -0.000322323 2.26794e-06 -4.83109e-09 2.25 Band 0.25 0.003 chi2 0.76771
123 171 n exposure 6.40589e-05 thresh 1.35 :  fit -0.182547 1.15469 -0.000350004 2.44703e-06 -5.23433e-09 2.56 Band 0.25 0.003 chi2 1.14261
123 172 n exposure 8.10727e-05 thresh 1.35 :  fit -0.126699 1.13993 8.66781e-06 -7.59046e-08 2.35966e-10 2.56 Band 0.25 0.003 chi2 0.554551
123 173 n exposure 6.74617e-05 thresh 0.85 :  fit -0.0485524 1.14869 -8.67585e-05 7.39824e-07 -1.72171e-09 2.56 Band 0.25 0.003 chi2 0.593248
124 112 y exposure 0.0191573 thresh 1.65 :  fit -0.00576083 1.19867 0.000207939 -1.20161e-06 2.37206e-09 2.25 Band 0.25 0.003 chi2 0.0368659
124 113 y exposure 0.0158698 thresh 1.95 :  fit -0.266135 1.11391 0.000244103 -1.70287e-06 3.71524e-09 1.96 Band 0.25 0.003 chi2 0.028706
124 114 y exposure 0.018942 thresh 1.65 :  fit -0.138659 1.12047 7.23812e-05 -5.80378e-07 1.30187e-09 2.56 Band 0.25 0.003 chi2 0.0327399
