122 211 n exposure 0.00675917 thresh 54.25 :  fit -0.71115 1.05439 0.000753977 -2.24169e-06 1.18943e-09 3.6864 Band 0.25 0.003 chi2 0.29741
122 214 y exposure 0.0111478 thresh 128.05 :  fit 0.427622 0.676258 0.00403684 -1.26148e-05 1.27754e-08 3.24 Band 0.25 0.003 chi2 0.0642974
122 221 y exposure 0.00706309 thresh 1.85 :  fit -0.498267 1.18201 -0.000259107 1.45566e-06 -2.80343e-09 4.6656 Band 0.25 0.003 chi2 0.0368298
122 222 y exposure 0.00683211 thresh 1.35 :  fit -0.45304 1.15491 0.000135183 -1.25279e-06 3.10089e-09 3.6864 Band 0.25 0.003 chi2 0.0466847
122 223 y exposure 0.00679564 thresh 1.85 :  fit -0.72 1.13481 0.00016436 -1.08478e-06 2.15452e-09 3.24 Band 0.25 0.003 chi2 0.0445554
122 232 n exposure 0.0103576 thresh 238.35 :  fit 0.234505 1.02609 -8.30504e-05 -1.25023e-06 5.10812e-09 3.24 Band 0.25 0.003 chi2 inf
122 251 y exposure 0.00677132 thresh 192.15 :  fit 0.184241 0.810524 0.000766884 2.96682e-06 -8.21497e-09 3.6864 Band 0.25 0.003 chi2 0.0543756
122 262 y exposure 0.0094215 thresh 101.05 :  fit -0.719996 0.709982 0.0053587 -2.32185e-05 3.49579e-08 4.1616 Band 0.25 0.003 chi2 0.0343238
122 273 n exposure 0.00683211 thresh 0 :  fit -0.345186 0.709982 0.0053587 -2.32185e-05 3.49579e-08 0.0144 Band 0.25 0.003 chi2 1.96457e+305
122 274 n exposure 0.00689289 thresh 17.75 :  fit 0.72 1.06659 0.00149364 -9.02866e-06 1.78395e-08 4.6656 Band 0.25 0.003 chi2 0.188072
123 211 y exposure 6.3488e-05 thresh 1.35 :  fit -0.72 1.14097 -9.26384e-05 5.35896e-07 -1.14748e-09 4.1616 Band 0.25 0.003 chi2 0.0797352
123 221 y exposure 6.63426e-05 thresh 1.25 :  fit -0.439394 1.16257 0.000130279 -1.01992e-06 2.18625e-09 4.6656 Band 0.25 0.003 chi2 0.157492
123 222 n exposure 6.41731e-05 thresh 1.15 :  fit -0.44205 1.1392 0.00032052 -1.93241e-06 3.64432e-09 4.1616 Band 0.25 0.003 chi2 0.508054
123 231 y exposure 9.9571e-05 thresh 0.85 :  fit -0.367187 1.1188 0.000139864 -1.04878e-06 2.30564e-09 3.24 Band 0.25 0.003 chi2 0.0411737
123 232 n exposure 9.72873e-05 thresh 52.25 :  fit 0.72 1.09085 0.000420894 -1.6794e-06 2.36535e-09 3.24 Band 0.25 0.003 chi2 2.1886
123 242 y exposure 6.61143e-05 thresh 1.25 :  fit -0.409338 1.14022 -7.35021e-05 4.1483e-07 -8.36099e-10 2.8224 Band 0.25 0.003 chi2 0.0307895
123 244 y exposure 6.46298e-05 thresh 1.05 :  fit -0.517998 1.15913 -0.000160356 7.21331e-07 -9.52948e-10 4.1616 Band 0.25 0.003 chi2 0.0415917
123 251 y exposure 6.36021e-05 thresh 1.75 :  fit -0.358696 1.13573 0.000150274 -1.15161e-06 2.55341e-09 3.6864 Band 0.25 0.003 chi2 0.0356557
123 253 y exposure 0.000117727 thresh 2.55 :  fit -0.432622 1.14119 3.10592e-05 -5.15606e-07 1.22063e-09 3.6864 Band 0.25 0.003 chi2 0.0312369
123 262 y exposure 8.84949e-05 thresh 1.75 :  fit -0.405742 1.18918 -0.000220221 1.25846e-06 -2.578e-09 4.6656 Band 0.25 0.003 chi2 0.0481152
123 273 n exposure 6.41731e-05 thresh 1.75 :  fit -0.260353 1.1547 -4.52137e-06 2.98354e-07 -1.11591e-09 3.6864 Band 0.25 0.003 chi2 0.386797
123 274 n exposure 6.4744e-05 thresh 1.65 :  fit -0.384598 1.14282 0.000160557 -5.69535e-07 3.32679e-10 4.6656 Band 0.25 0.003 chi2 0.370874
124 211 y exposure 0.0108799 thresh 2.05 :  fit -0.700606 1.13678 -4.93991e-05 4.14217e-07 -1.11094e-09 3.6864 Band 0.25 0.003 chi2 0.0840448
